nivel_escolar,duracion_estimada_min,numero_paginas,numero_items,porcentaje_visual,densidad_simbolos,prop_operaciones_aritmeticas,prop_fracciones_decimales,prop_variables_algebraicas,prop_ecuaciones,prop_patrones_funciones,prop_figuras_geometricas,prop_medicion_angulos,prop_coordenadas,prop_tablas_graficos,prop_estadistica_descriptiva,prop_probabilidad,prop_contexto_problemas,dificultad_estimada,ejemplos_resueltos,elementos_visuales,indice_interactividad,categoria_curricular
11,38,20,26,64.76,0.6223,0.7172,0.6427,0.2402,0.4299,0.2315,0.3253,0.5174,0.4116,0.6207,0.4374,0.4731,0.679,3,5,8,0.4648,0
8,46,15,27,54.54,0.5057,0.2312,0.1883,0.8145,0.5931,0.5033,0.2428,0.4152,0.413,0.1348,0.3481,0.3475,0.4125,3,3,6,0.5952,1
8,34,11,20,57.8,0.3733,0.4967,0.0955,0.2081,0.1309,0.0921,0.6034,0.6518,0.6819,0.1832,0.2512,0.3964,0.5799,2,4,8,0.3134,2
5,28,13,19,63.81,0.3428,0.3024,0.096,0.1186,0.2021,0.3795,0.3433,0.1002,0.4999,0.6763,0.3331,0.768,0.473,2,4,9,0.4776,3
5,14,6,3,88.87,0.3926,0.2932,0.2954,0.0407,0.5651,0.582,0.7314,0.3259,0.5129,0.169,0.2747,0.146,0.3676,1,0,13,0.4581,2
7,33,14,22,72.21,0.3546,0.0444,0.0561,0.2413,0.1615,0.0997,0.3577,0.195,0.4009,0.6673,0.1592,0.7766,0.3281,3,3,4,0.3471,3
6,36,8,11,46.01,0.3424,0.2211,0.2439,0.3895,0.49,0.7469,0.3537,0.2403,0.2808,0.3239,0.1107,0.2054,0.4401,2,2,3,0.2723,1
9,37,19,27,32.97,0.5259,0.6229,0.1373,0.5701,0.4407,0.6199,0.2069,0.4421,0.3039,0.1155,0.2595,0.4177,0.5142,3,2,5,0.3699,1
9,39,10,18,44.41,0.4817,0.8848,0.8477,0.2185,0.2256,0.2323,0.206,0.0768,0.6924,0.1362,0.2168,0.5655,0.7168,2,2,5,0.2309,0
10,42,5,25,67.6,0.3858,0.2128,0.3591,0.1493,0.3722,0.327,0.4364,0.2078,0.2534,0.6398,0.6414,0.589,0.3497,2,2,9,0.405,3
5,22,11,18,70.56,0.4744,0.3278,0.0941,0.5639,0.1893,0.1706,0.5292,0.7531,0.4846,0.3373,0.2457,0.0083,0.6116,2,5,9,0.381,2
6,47,16,26,45.8,0.4069,0.5844,0.5512,0.3391,0.366,0.0793,0.1564,0.1219,0.1391,0.4924,0.3488,0.3987,0.4881,2,3,8,0.4389,0
11,39,13,21,57.19,0.4707,0.4148,0.2329,0.7349,0.3204,0.483,0.4444,0.2597,0.4612,0.468,0.1455,0.1789,0.5378,3,4,7,0.6658,1
5,30,10,18,45.82,0.4087,0.685,0.4977,0.2501,0.294,0.0346,0.1353,0.3177,0.0695,0.1739,0.1731,0.0924,0.6745,2,5,7,0.362,0
7,39,8,19,56.19,0.3369,0.4469,0.3287,0.4765,0.0781,0.275,0.3055,0.7914,0.4206,0.5449,0.0845,0.2833,0.2883,2,2,9,0.2881,2
11,34,15,21,31.99,0.4814,0.4254,0.4128,0.6943,0.5025,0.5419,0.3286,0.1133,0.2899,0.1953,0.3596,0.1883,0.2998,3,3,6,0.3836,1
7,25,2,11,90.12,0.4457,0.6257,0.6029,0.3649,0.0809,0.0162,0.8319,0.5713,0.3722,0.2385,0.1281,0.2143,0.5968,1,2,11,0.6727,0
6,32,22,18,40.78,0.484,0.5809,0.5089,0.2586,0.39,0.0363,0.1926,0.1336,0.3914,0.0894,0.3084,0.3674,0.6008,3,3,4,0.2011,0
5,27,17,11,62.13,0.4005,0.3743,0.3661,0.3424,0.1258,0.1871,0.4052,0.4181,0.4403,0.289,0.4591,0.3229,0.6172,2,4,8,0.1841,0
7,41,14,17,24.49,0.4785,0.1806,0.4281,0.3047,0.6347,0.3703,0.1964,0.2576,0.463,0.1198,0.1352,0.1352,0.5556,2,4,7,0.4961,1
8,47,13,27,40.11,0.4925,0.4169,0.4451,0.2817,0.6272,0.2395,0.1563,0.4781,0.0902,0.3311,0.1988,0.2826,0.5688,3,5,4,0.1685,0
7,45,4,16,30.4,0.588,0.614,0.3991,0.1561,0.3287,0.0447,0.0632,0.5766,0.2781,0.046,0.1893,0.1841,0.4658,2,0,5,0.2487,0
5,46,14,23,57.27,0.5841,0.3579,0.7739,0.4771,0.4909,0.1564,0.149,0.1771,0.4266,0.1865,0.117,0.0626,0.4267,3,3,8,0.3982,0
11,42,15,22,42.84,0.4991,0.3286,0.1055,0.4816,0.4899,0.3161,0.2309,0.5218,0.143,0.2072,0.5796,0.1504,0.4897,3,5,6,0.6472,1
5,23,11,8,49.93,0.6501,0.3194,0.6471,0.541,0.5971,0.5084,0.3528,0.0623,0.4388,0.2119,0.0966,0.1999,0.3348,2,2,5,0.2057,1
12,57,17,34,83.91,0.4193,0.4968,0.3646,0.5183,0.1199,0.5088,0.7403,0.7669,0.4458,0.1234,0.3263,0.2024,0.4143,4,4,11,0.6962,2
8,48,14,26,48.7,0.2402,0.5402,0.5233,0.1596,0.1687,0.2507,0.1096,0.2424,0.4277,0.6604,0.6181,0.745,0.4109,3,3,8,0.1766,3
7,21,11,12,46.06,0.2607,0.0392,0.2284,0.0725,0.1352,0.3057,0.3044,0.4383,0.1226,0.3717,0.753,0.4579,0.4288,2,5,6,0.5327,3
12,48,16,25,54.03,0.567,0.6751,0.4636,0.4997,0.324,0.2273,0.0947,0.2576,0.0745,0.2443,0.104,0.1333,0.5406,3,4,7,0.5006,0
5,30,5,17,49.8,0.5193,0.4661,0.4781,0.1126,0.2962,0.2121,0.1086,0.1536,0.1539,0.2324,0.2314,0.3045,0.5894,1,3,10,0.7866,0
12,37,13,25,29.19,0.7108,0.8242,0.7607,0.2938,0.5527,0.6048,0.1166,0.2774,0.1634,0.1549,0.1796,0.2259,0.2852,3,3,4,0.0026,0
9,31,9,17,58.36,0.5427,0.613,0.616,0.5984,0.2328,0.1992,0.2972,0.4386,0.0818,0.0902,0.4097,0.1553,0.3687,2,3,8,0.4883,0
11,45,21,21,40.78,0.4133,0.0962,0.5395,0.5902,0.3474,0.6128,0.1736,0.3962,0.531,0.5078,0.2597,0.4535,0.3991,4,2,4,0.1437,1
11,38,15,26,52.09,0.3371,0.0964,0.3671,0.5333,0.4886,0.4056,0.1067,0.2609,0.418,0.633,0.2976,0.1451,0.4427,3,3,8,0.2243,1
8,30,13,4,32.56,0.4148,0.8682,0.8509,0.3123,0.2148,0.124,0.0402,0.2925,0.2599,0.2873,0.1012,0.1965,0.579,2,4,7,0.3342,0
6,45,13,20,53.32,0.5188,0.1592,0.2864,0.3629,0.2859,0.4687,0.4118,0.4165,0.5834,0.4544,0.4918,0.0185,0.2785,2,1,6,0.3802,2
5,29,6,15,17.27,0.6314,0.2639,0.3006,0.4667,0.6548,0.6597,0.0437,0.1082,0.1896,0.1462,0.3826,0.4624,0.3773,2,1,4,0.4478,1
6,31,17,9,56.53,0.4869,0.3009,0.1673,0.3995,0.6488,0.68,0.1117,0.3913,0.2411,0.4752,0.3418,0.2688,0.3052,2,4,10,0.4537,1
12,55,23,23,52.71,0.2398,0.1951,0.2102,0.1763,0.1243,0.293,0.1201,0.1309,0.1262,0.7706,0.4767,0.8256,0.5104,3,6,6,0.6346,3
7,25,10,14,59.19,0.3113,0.3082,0.1456,0.7173,0.4305,0.254,0.2529,0.0237,0.7482,0.5171,0.1462,0.2702,0.4676,2,4,10,0.4822,1
10,41,16,27,58.94,0.2805,0.1786,0.3776,0.2728,0.2841,0.018,0.4435,0.4446,0.2267,0.4914,0.4104,0.4363,0.332,3,3,7,0.3701,2
12,54,13,20,73.4,0.1699,0.3615,0.5112,0.1777,0.2099,0.2381,0.841,0.2034,0.613,0.3633,0.4043,0.2464,0.4812,3,5,9,0.4701,2
5,15,11,12,65.11,0.2066,0.1725,0.3256,0.2585,0.0819,0.011,0.3304,0.1885,0.2574,0.8428,0.577,0.5933,0.672,1,4,5,0.3812,3
6,38,10,24,40.7,0.3793,0.5964,0.7866,0.107,0.3471,0.501,0.1872,0.378,0.4626,0.131,0.5265,0.5384,0.4485,2,4,6,0.3427,0
10,27,20,20,57.05,0.5308,0.792,0.4193,0.2271,0.2252,0.1256,0.1219,0.6076,0.1373,0.3711,0.078,0.2035,0.6129,3,1,8,0.4406,0
5,20,10,17,52.93,0.6619,0.8478,0.2845,0.1238,0.5191,0.1354,0.1556,0.4437,0.5048,0.1818,0.1577,0.0747,0.3935,1,1,4,0.641,0
9,24,9,13,46.02,0.247,0.1734,0.2163,0.2446,0.1272,0.037,0.2797,0.556,0.2474,0.5464,0.38,0.8883,0.2761,3,5,8,0.3458,3
11,36,13,19,81.44,0.4368,0.7479,0.7055,0.1242,0.3142,0.334,0.7677,0.3704,0.0193,0.2294,0.1715,0.2197,0.6017,2,3,15,0.4406,0
5,24,6,16,74.9,0.2773,0.1924,0.2799,0.1523,0.2293,0.438,0.7274,0.7105,0.4928,0.3382,0.1867,0.4629,0.465,1,0,11,0.3466,2
8,49,12,22,55.51,0.4129,0.1995,0.102,0.1813,0.2247,0.1893,0.2969,0.1944,0.0275,0.6379,0.7938,0.7511,0.3824,2,3,1,0.4371,3
8,16,7,10,65.14,0.406,0.4494,0.1345,0.2367,0.3036,0.0259,0.5155,0.3869,0.3592,0.3923,0.2873,0.1053,0.4006,1,3,10,0.3324,2
11,41,14,25,61.37,0.244,0.1811,0.2659,0.0915,0.1892,0.3672,0.381,0.1288,0.5699,0.5007,0.4093,0.1118,0.319,3,4,6,0.4009,3
12,49,14,23,45.39,0.0981,0.2232,0.2888,0.1473,0.0577,0.528,0.5452,0.3081,0.2483,0.0958,0.3958,0.2495,0.336,3,2,7,0.3428,2
12,57,21,27,46.67,0.3742,0.2364,0.4918,0.4269,0.3392,0.3895,0.1503,0.5048,0.1778,0.7027,0.1605,0.1932,0.4158,4,5,6,0.4779,1
9,33,14,14,27.89,0.3019,0.7103,0.3854,0.1108,0.0181,0.0892,0.0705,0.0637,0.2332,0.2095,0.4433,0.2275,0.4546,3,3,4,0.2098,0
10,53,14,30,89.32,0.5713,0.3525,0.2378,0.7075,0.2667,0.2889,0.7013,0.4307,0.398,0.646,0.2518,0.1649,0.3792,3,3,11,0.51,2
9,37,10,18,62.61,0.6281,0.457,0.0775,0.5984,0.8679,0.4267,0.3349,0.2141,0.3453,0.7841,0.3313,0.15,0.3372,3,2,7,0.6376,1
8,42,16,26,45.97,0.4871,0.6783,0.2715,0.5261,0.1394,0.5873,0.3892,0.7205,0.1003,0.1553,0.2782,0.169,0.3417,3,4,6,0.2965,0
9,25,14,15,39.75,0.736,0.3362,0.3829,0.4669,0.6713,0.2644,0.2408,0.2744,0.4542,0.2692,0.1053,0.4712,0.5862,3,2,7,0.5261,1
5,47,8,30,57.48,0.6846,0.2114,0.2506,0.8874,0.8653,0.476,0.2924,0.2011,0.1924,0.3543,0.1919,0.3558,0.4682,2,4,8,0.5034,1
9,48,15,19,47.51,0.4812,0.386,0.3432,0.3313,0.1377,0.4064,0.4982,0.8724,0.4731,0.3606,0.3407,0.0906,0.4452,3,2,9,0.2905,2
7,39,7,20,69.07,0.4445,0.325,0.1081,0.1889,0.3413,0.224,0.6818,0.4849,0.7505,0.5615,0.5325,0.0267,0.6808,2,2,8,0.3146,2
10,38,23,22,53.44,0.5714,0.1983,0.1079,0.7237,0.4563,0.481,0.2184,0.233,0.4004,0.2604,0.5194,0.5672,0.4924,4,3,7,0.2829,1
5,24,6,11,82.45,0.3,0.1229,0.1436,0.0584,0.3044,0.1544,0.6088,0.5849,0.6773,0.4137,0.0463,0.2593,0.4146,1,3,11,0.5774,2
7,19,17,12,62.74,0.1909,0.3065,0.5463,0.2335,0.2508,0.4213,0.2296,0.3974,0.1555,0.6489,0.7075,0.629,0.33,2,2,10,0.5545,3
10,41,7,27,36.1,0.443,0.2039,0.3732,0.5897,0.5938,0.5431,0.1094,0.1565,0.1044,0.2714,0.1496,0.3325,0.3753,3,4,3,0.4894,1
7,30,13,14,43.73,0.4669,0.2454,0.1389,0.8131,0.3463,0.6845,0.2243,0.2658,0.4468,0.3162,0.5072,0.4108,0.4979,2,3,6,0.4046,1
9,35,12,17,53.39,0.6233,0.7879,0.4807,0.4796,0.5487,0.7313,0.3915,0.4466,0.1941,0.1609,0.1211,0.2423,0.5855,2,4,9,0.4926,1
7,33,12,16,57.58,0.5244,0.5554,0.6458,0.3727,0.4275,0.3071,0.2765,0.4602,0.0389,0.5063,0.2296,0.0761,0.4282,2,3,11,0.4204,0
9,59,15,29,55.95,0.4003,0.2261,0.115,0.4519,0.5073,0.2826,0.3961,0.3659,0.3627,0.3982,0.5838,0.6009,0.5661,3,3,6,0.3161,3
5,30,13,12,43.84,0.4932,0.4398,0.7142,0.5018,0.5805,0.3077,0.3629,0.1642,0.2641,0.1257,0.0466,0.0692,0.3272,2,3,5,0.3375,1
5,24,3,12,42.34,0.5807,0.251,0.4143,0.6262,0.7434,0.5987,0.1394,0.0702,0.1175,0.3549,0.2618,0.1044,0.4747,1,4,10,0.5662,1
9,39,15,19,67.08,0.161,0.0903,0.1849,0.2086,0.3442,0.4523,0.6231,0.4737,0.3477,0.1651,0.022,0.1203,0.2816,3,2,5,0.3485,2
8,50,3,21,92.25,0.5669,0.6069,0.4865,0.2362,0.4133,0.5151,0.8574,0.7126,0.5813,0.5615,0.1586,0.1477,0.3711,2,3,11,0.5418,2
9,27,13,12,42.85,0.4295,0.4517,0.1228,0.3071,0.1513,0.0639,0.5519,0.3443,0.5064,0.3108,0.4903,0.235,0.3377,2,2,3,0.2454,2
12,53,15,29,63.73,0.5323,0.5827,0.2801,0.2812,0.3812,0.2137,0.7402,0.535,0.5283,0.4071,0.0382,0.0047,0.656,3,3,11,0.2543,2
11,58,19,30,70.73,0.616,0.356,0.194,0.6178,0.8573,0.7012,0.6594,0.1308,0.1682,0.2818,0.2624,0.3894,0.4653,4,3,7,0.0598,1
6,25,15,11,46.51,0.1266,0.3845,0.5783,0.2194,0.0729,0.3196,0.1558,0.1757,0.1699,0.3399,0.2269,0.4029,0.6037,2,2,5,0.4619,0
12,32,13,23,51.31,0.3682,0.2306,0.0418,0.3557,0.2657,0.4069,0.056,0.3355,0.3896,0.644,0.5423,0.5801,0.5147,3,3,6,0.404,3
9,25,21,16,32.78,0.4435,0.1982,0.6402,0.527,0.5469,0.4827,0.39,0.2788,0.4359,0.2374,0.232,0.2839,0.3777,4,4,3,0.3727,1
8,37,16,24,74.11,0.4316,0.4838,0.3345,0.4574,0.0785,0.4423,0.4828,0.5978,0.3713,0.2999,0.3935,0.1556,0.6655,2,3,12,0.4158,0
12,51,28,30,50.24,0.5328,0.5706,0.4724,0.7245,0.5464,0.6228,0.2191,0.1227,0.1305,0.2454,0.1397,0.1783,0.5205,4,4,8,0.2099,1
12,38,13,17,56.15,0.5271,0.6292,0.6619,0.1997,0.35,0.5178,0.6341,0.5248,0.2383,0.1653,0.0892,0.1495,0.4524,2,3,7,0.4325,0
10,41,7,19,40.31,0.4993,0.1671,0.4582,0.5783,0.2119,0.1217,0.0134,0.085,0.2026,0.6062,0.6407,0.6523,0.3983,2,2,8,0.2662,3
11,18,10,18,26.94,0.4646,0.3809,0.2528,0.3551,0.1858,0.5322,0.046,0.1523,0.2802,0.4979,0.5185,0.6214,0.4733,2,3,2,0.7776,3
7,41,15,17,49.16,0.2642,0.1333,0.0947,0.3495,0.1842,0.3583,0.1289,0.2784,0.288,0.3839,0.6656,0.5172,0.5165,2,3,7,0.7271,3
7,44,17,21,36.91,0.7037,0.436,0.306,0.6635,0.6045,0.2304,0.167,0.1725,0.3634,0.3927,0.2512,0.2406,0.2756,3,2,6,0.5572,0
11,18,15,15,61.98,0.3082,0.1853,0.2328,0.5333,0.1708,0.3112,0.7212,0.5551,0.4489,0.3578,0.7295,0.3869,0.5233,3,6,12,0.3749,2
6,32,10,24,91.17,0.2995,0.4285,0.2847,0.4266,0.2094,0.3137,0.8372,0.4921,0.3675,0.5714,0.3499,0.1089,0.6811,3,4,13,0.7736,2
7,29,2,16,41.47,0.3323,0.7165,0.4037,0.1424,0.0595,0.3304,0.3119,0.1333,0.3541,0.1816,0.1014,0.1246,0.3953,2,1,7,0.2583,0
6,28,13,18,35.52,0.6058,0.7777,0.8563,0.2868,0.394,0.0916,0.1808,0.4525,0.134,0.2012,0.1006,0.1289,0.5536,2,3,8,0.6017,0
6,34,5,21,44.44,0.4187,0.1125,0.376,0.4467,0.0993,0.3321,0.289,0.1937,0.1534,0.387,0.8117,0.7954,0.3861,2,5,5,0.6611,3
5,28,19,12,64.8,0.4618,0.2072,0.4346,0.3466,0.6775,0.0562,0.8541,0.1837,0.3884,0.0768,0.2083,0.5459,0.3249,2,1,9,0.4468,2
5,39,7,22,46.17,0.3054,0.5317,0.1591,0.0896,0.1871,0.5385,0.1031,0.5449,0.2414,0.3852,0.6452,0.5809,0.5565,2,6,9,0.6274,3
8,42,18,26,71.75,0.3335,0.461,0.4987,0.1975,0.5673,0.0746,0.5788,0.6073,0.6724,0.3108,0.0351,0.1171,0.3408,3,2,7,0.2996,2
11,46,20,23,76.03,0.2857,0.1027,0.3217,0.4804,0.1898,0.4513,0.6674,0.7128,0.4728,0.1621,0.2476,0.0623,0.3955,3,3,7,0.3634,2
6,29,12,12,42.65,0.5807,0.6701,0.4826,0.3949,0.4343,0.1665,0.3474,0.5731,0.3685,0.1244,0.3792,0.1633,0.6912,2,2,5,0.3204,0
9,27,18,20,41.08,0.4693,0.3494,0.4479,0.5506,0.0319,0.1176,0.6376,0.4065,0.1189,0.1617,0.1909,0.1095,0.5096,2,3,5,0.3573,0
6,31,12,19,39.34,0.692,0.3075,0.4228,0.732,0.6238,0.3843,0.1034,0.2991,0.633,0.3687,0.3655,0.4568,0.4742,2,4,3,0.3673,1
8,42,17,23,70.13,0.2489,0.3309,0.5275,0.241,0.4162,0.0618,0.6633,0.503,0.4451,0.4254,0.2603,0.326,0.4359,3,4,10,0.5493,2
8,40,14,29,40.42,0.4642,0.5719,0.1515,0.4349,0.3519,0.757,0.3148,0.2845,0.4093,0.1365,0.3989,0.239,0.4722,3,2,5,0.3322,1
11,51,22,29,43.53,0.3786,0.4415,0.1811,0.3647,0.467,0.1965,0.1549,0.1477,0.5523,0.7977,0.1735,0.4223,0.3459,5,4,8,0.4117,3
11,47,13,21,60.17,0.4517,0.4779,0.3321,0.2844,0.4623,0.3194,0.2873,0.624,0.4276,0.3751,0.0354,0.3361,0.5894,3,5,8,0.3714,2
8,41,12,21,57.58,0.2442,0.2674,0.2759,0.2243,0.3398,0.2887,0.4458,0.181,0.1799,0.2241,0.5803,0.18,0.2904,3,3,9,0.4859,0
8,28,12,13,21.47,0.3981,0.2773,0.294,0.409,0.4359,0.1185,0.1988,0.3051,0.2736,0.2309,0.3526,0.224,0.3504,2,3,3,0.0647,1
8,34,9,23,53.62,0.1042,0.3415,0.5238,0.0825,0.0761,0.1582,0.5434,0.3457,0.448,0.1103,0.138,0.2344,0.3923,2,1,10,0.3249,2
6,43,6,18,41.42,0.5454,0.1701,0.1153,0.6322,0.747,0.5254,0.2453,0.2559,0.406,0.1798,0.4819,0.4622,0.4983,2,1,5,0.1682,1
7,38,11,8,58.09,0.318,0.5635,0.2148,0.4336,0.6167,0.648,0.1303,0.5104,0.2566,0.5912,0.0461,0.1461,0.3845,3,3,9,0.4091,1
11,50,13,20,23.99,0.446,0.4236,0.7346,0.3812,0.3308,0.5552,0.1098,0.2122,0.0068,0.0907,0.2806,0.0856,0.5067,3,4,1,0.5021,0
5,29,1,10,58.13,0.5126,0.7821,0.7636,0.2758,0.3303,0.176,0.3496,0.1899,0.1653,0.3507,0.4516,0.0282,0.4918,1,1,6,0.4039,0
9,43,20,31,59.28,0.13,0.1173,0.3374,0.2254,0.3013,0.1759,0.5359,0.7698,0.2702,0.1662,0.3011,0.134,0.5668,3,1,7,0.5365,2
11,23,12,11,67.57,0.0746,0.2151,0.601,0.2494,0.1502,0.2677,0.1875,0.1345,0.0803,0.7061,0.6685,0.3669,0.4956,2,2,9,0.5317,3
12,40,16,18,49.95,0.174,0.1237,0.2593,0.279,0.0977,0.1807,0.3586,0.1716,0.5796,0.5145,0.5002,0.2043,0.2447,2,5,8,0.4809,3
10,42,12,15,46.06,0.5248,0.2866,0.1436,0.2539,0.7493,0.7706,0.4841,0.089,0.3433,0.2052,0.1632,0.2992,0.3015,2,3,8,0.0995,1
5,23,13,14,48.81,0.6146,0.2744,0.3599,0.5318,0.5055,0.803,0.3267,0.2354,0.3798,0.2649,0.3464,0.132,0.4469,2,0,5,0.4962,1
6,19,17,14,39.1,0.4301,0.81,0.6496,0.2436,0.3299,0.5715,0.0956,0.1325,0.3935,0.4008,0.1906,0.0093,0.3953,2,3,5,0.5176,0
10,28,9,16,36.26,0.3295,0.4925,0.2366,0.1028,0.2289,0.141,0.3131,0.4721,0.1601,0.0906,0.2859,0.3721,0.3885,2,0,6,0.1432,0
10,48,21,26,89.23,0.5372,0.6809,0.1815,0.3652,0.236,0.2636,0.719,0.6847,0.6726,0.2384,0.3005,0.3013,0.612,3,4,14,0.5388,2
6,55,8,24,37.16,0.4808,0.6863,0.4573,0.3073,0.4213,0.293,0.2555,0.3922,0.349,0.3481,0.4418,0.0273,0.4195,2,2,5,0.5561,0
7,41,8,19,67.45,0.4147,0.3915,0.4208,0.2659,0.1656,0.3218,0.5394,0.245,0.2168,0.4355,0.0257,0.6071,0.3012,2,1,10,0.1519,0
10,36,18,26,38.69,0.6539,0.7269,0.6325,0.1446,0.4082,0.1487,0.3631,0.2962,0.1262,0.288,0.1015,0.217,0.5679,3,5,4,0.6345,0
5,41,13,15,32.29,0.5893,0.6437,0.3227,0.5615,0.3676,0.6824,0.5429,0.2639,0.2023,0.1083,0.3066,0.039,0.4575,2,2,4,0.4204,1
5,32,11,17,44.79,0.4424,0.4643,0.3923,0.7218,0.1982,0.5005,0.453,0.6305,0.3885,0.1014,0.2263,0.1001,0.5055,2,3,5,0.349,2
10,30,8,18,78.55,0.2896,0.6698,0.5318,0.0992,0.1793,0.1543,0.6091,0.5378,0.0485,0.4025,0.209,0.3281,0.6196,2,3,8,0.3288,0
6,34,12,22,71.71,0.5753,0.389,0.2486,0.9119,0.6009,0.5722,0.619,0.2068,0.5536,0.1031,0.088,0.2137,0.5888,2,4,11,0.5247,1
10,40,17,22,47.67,0.317,0.6708,0.5694,0.5203,0.1864,0.382,0.0864,0.5799,0.2464,0.2525,0.5027,0.2048,0.5865,3,3,7,0.7525,0
5,42,11,15,56.91,0.5025,0.4471,0.6335,0.1385,0.4177,0.1045,0.5859,0.3683,0.407,0.455,0.3422,0.4224,0.4806,2,2,7,0.3944,0
10,21,6,13,44.84,0.5299,0.8365,0.4353,0.2561,0.2662,0.1274,0.4551,0.2272,0.0836,0.1046,0.0176,0.1314,0.3887,2,1,6,0.1881,0
8,49,10,15,70.45,0.435,0.5642,0.0881,0.1448,0.4053,0.5064,0.3616,0.5002,0.4344,0.4915,0.1544,0.093,0.4365,2,3,14,0.5259,2
11,54,16,28,51.37,0.1336,0.0827,0.2263,0.0348,0.4777,0.19,0.2048,0.0962,0.3454,0.5251,0.4224,0.2612,0.4945,3,4,5,0.3533,3
5,37,14,17,42.89,0.3981,0.3657,0.1704,0.2519,0.3514,0.5749,0.4082,0.2094,0.129,0.2466,0.3826,0.2321,0.4565,2,3,11,0.4237,1
7,13,14,8,75.74,0.373,0.1358,0.1407,0.1466,0.4921,0.1439,0.7511,0.7997,0.6249,0.2188,0.1888,0.0772,0.4966,2,2,11,0.5793,2
6,41,12,21,36.36,0.4476,0.1735,0.5055,0.615,0.6417,0.4034,0.2079,0.2104,0.1931,0.2781,0.2084,0.705,0.3933,3,3,7,0.0,1
7,25,20,19,54.43,0.5104,0.0816,0.1168,0.3713,0.234,0.4811,0.2551,0.2894,0.2566,0.3634,0.6679,0.1938,0.6822,2,5,11,0.5902,3
12,35,12,21,61.35,0.3386,0.6522,0.4632,0.4161,0.1679,0.1323,0.3252,0.3982,0.0443,0.4313,0.3945,0.2798,0.5445,3,5,6,0.3801,0
8,28,15,16,74.05,0.3544,0.125,0.2845,0.3282,0.3367,0.2924,0.3173,0.4694,0.2368,0.6639,0.136,0.5262,0.2814,2,1,8,0.3568,3
12,31,16,17,42.48,0.6428,0.4045,0.4092,0.6201,0.7719,0.415,0.2971,0.1211,0.2508,0.096,0.2537,0.2706,0.5279,3,5,6,0.3474,1
8,54,17,33,37.94,0.4375,0.4834,0.3279,0.3711,0.5237,0.69,0.2652,0.4454,0.3877,0.3748,0.3425,0.1698,0.4143,3,4,5,0.4935,1
7,42,13,21,74.75,0.4192,0.2231,0.2184,0.4314,0.0402,0.0804,0.8122,0.5726,0.5087,0.1789,0.1529,0.0743,0.3145,2,4,8,0.4751,2
10,38,11,15,55.32,0.2386,0.2581,0.2266,0.2668,0.2338,0.3488,0.4554,0.335,0.3779,0.3001,0.1557,0.3098,0.2511,2,0,6,0.0343,0
6,31,5,15,43.15,0.4956,0.7718,0.3687,0.3054,0.2002,0.0453,0.1999,0.4785,0.3535,0.3,0.1739,0.1372,0.5729,2,3,5,0.4207,0
8,24,17,12,39.27,0.5545,0.3948,0.3482,0.8996,0.4799,0.6371,0.2535,0.2331,0.3696,0.2396,0.1363,0.1264,0.324,3,2,6,0.1457,1
10,55,12,26,61.6,0.4524,0.462,0.7162,0.4476,0.2823,0.1291,0.593,0.25,0.1963,0.3521,0.1019,0.0521,0.541,3,4,7,0.3124,0
5,15,11,8,47.75,0.2791,0.2332,0.3139,0.487,0.2653,0.4588,0.2484,0.3544,0.1583,0.3933,0.6469,0.842,0.4746,2,5,8,0.257,3
5,30,11,16,62.42,0.5337,0.3328,0.6094,0.6208,0.3542,0.6064,0.7396,0.4007,0.2942,0.2622,0.2641,0.2143,0.6608,2,4,8,0.2891,2
6,27,19,20,88.1,0.4184,0.4913,0.3438,0.4582,0.2402,0.1475,0.6444,0.6492,0.671,0.3262,0.0142,0.5973,0.3244,2,3,14,0.3535,2
6,26,3,10,45.69,0.3257,0.5614,0.7904,0.1472,0.1951,0.1105,0.2566,0.4197,0.1531,0.4553,0.3522,0.0309,0.4512,1,2,7,0.522,0
10,40,20,21,42.61,0.4396,0.4101,0.3292,0.5166,0.5674,0.3545,0.2625,0.3729,0.3119,0.2273,0.2077,0.2862,0.3674,4,3,11,0.5007,1
7,40,13,23,48.25,0.5795,0.2206,0.4536,0.769,0.4942,0.6983,0.3236,0.375,0.2504,0.2452,0.5083,0.3145,0.408,3,3,7,0.2701,1
10,17,6,13,57.08,0.5052,0.766,0.5161,0.1416,0.2338,0.4478,0.223,0.5122,0.1491,0.5149,0.0922,0.3838,0.4662,2,5,6,0.5146,0
11,43,15,12,39.19,0.4109,0.4926,0.8094,0.1382,0.315,0.1449,0.169,0.3286,0.0235,0.2069,0.0566,0.3748,0.3441,3,3,4,0.1027,0
9,27,16,14,36.9,0.7795,0.4847,0.1037,0.4598,0.5783,0.4983,0.0252,0.1691,0.0487,0.2978,0.3354,0.0203,0.4738,3,4,8,0.3598,1
7,58,21,35,55.83,0.7411,0.8444,0.0957,0.1598,0.4483,0.2022,0.5671,0.1321,0.1083,0.4236,0.6661,0.1067,0.6347,3,7,7,0.4819,0
5,36,6,17,26.01,0.2488,0.4636,0.4083,0.2036,0.0574,0.108,0.0806,0.2175,0.0439,0.393,0.597,0.4522,0.3811,2,1,4,0.116,3
5,23,7,16,59.86,0.4364,0.769,0.2883,0.3156,0.6476,0.5638,0.3303,0.3241,0.4185,0.4455,0.2432,0.5329,0.2204,2,3,6,0.3696,1
